#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 5 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>1minute
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            5minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                  
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_m
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html    
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_5min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 5 minute
#     LOGICAL_SOURCE                  omni_hro_5min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 5-minute IMF and Plasma, and Energetic Proton Fluxes,                       
#                                      Time-Shifted to the Nose  of the Earth's Bow Shock, plus Magnetic Indices                             
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_5min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/OMNI/HighResolutionObservations/Version1/PT5M
#     CDAWEB_PARENTS                  omni_hro_5min_00000000_v01
#                                     omni_hro_5min_20120701_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. Magnitude of avg. field vector (nT) (last currently-available OMNI B-field data Nov 20, 2023)
#  3. Bx (nT), GSE
#  4. By (nT), GSE
#  5. Bz (nT), GSE
#  6. Flow Speed (km/s), GSE
#  7. Proton density (n/cc) (last currently-available OMNI plasma data Nov 20, 2023)
#  8. Temperature (K)
#  9. Plasma beta
#       NOTES:  Derived parameters are obtained from the following equations. Plasma beta = [(T*4.16/10**5) + 5.34] * Np / B**2 (B in nT)
#
EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,MAG_AVG_B-VECTOR_nT,BX__GSE_nT,BY__GSE_nT,BZ__GSE_nT,FLOW_SPEED__GSE_km/s,PROTON_DENSITY_n/cc,TEMPERATURE_K,PLASMA_BETA_
2012-07-17T05:15:00.000Z,8.76000,0.310000,0.260000,-8.68000,422.300,1.25000,189040.,0.220000
2012-07-17T05:20:00.000Z,8.74000,2.35000,2.83000,-7.68000,409.700,1.31000,271675.,0.290000
2012-07-17T05:25:00.000Z,8.05000,2.64000,3.67000,-6.52000,409.300,1.43000,263673.,0.370000
2012-07-17T05:30:00.000Z,7.71000,2.40000,2.45000,-6.74000,409.500,1.79000,332343.,0.580000
2012-07-17T05:35:00.000Z,8.08000,1.73000,-1.66000,-7.49000,412.200,1.68000,306557.,0.460000
2012-07-17T05:40:00.000Z,7.87000,1.32000,-2.77000,-7.15000,418.700,1.52000,269271.,0.410000
2012-07-17T05:45:00.000Z,7.78000,1.27000,-0.610000,-6.78000,423.800,1.60000,255453.,0.420000
2012-07-17T05:50:00.000Z,7.66000,1.52000,-4.38000,-5.95000,419.900,1.71000,273027.,0.490000
2012-07-17T05:55:00.000Z,7.75000,1.48000,0.900000,-7.25000,420.600,1.58000,239593.,0.400000
2012-07-17T06:00:00.000Z,7.58000,1.08000,-0.420000,-7.32000,420.900,1.71000,240910.,0.460000
2012-07-17T06:05:00.000Z,7.76000,1.65000,-1.25000,-7.28000,420.500,1.60000,205889.,0.360000
2012-07-17T06:10:00.000Z,7.76000,1.10000,-3.06000,-6.94000,415.200,1.69000,211654.,0.390000
2012-07-17T06:15:00.000Z,7.54000,0.380000,-3.10000,-6.72000,431.100,1.68000,219668.,0.430000
2012-07-17T06:20:00.000Z,7.39000,-0.380000,-2.71000,-6.67000,441.900,1.77000,230283.,0.480000
2012-07-17T06:25:00.000Z,7.09000,1.07000,0.0500000,-6.63000,430.700,1.83000,261152.,0.590000
2012-07-17T06:30:00.000Z,6.71000,2.06000,-1.19000,-5.41000,429.500,1.85000,272581.,0.690000
2012-07-17T06:35:00.000Z,6.92000,2.30000,0.880000,-6.31000,415.600,2.27000,277678.,0.790000
2012-07-17T06:40:00.000Z,6.81000,2.17000,1.00000,-6.25000,427.200,1.85000,222176.,0.550000
2012-07-17T06:45:00.000Z,6.01000,0.980000,4.09000,-2.51000,430.300,2.44000,297527.,1.22000
2012-07-17T06:50:00.000Z,6.34000,-0.510000,4.08000,-4.75000,446.100,2.33000,300881.,1.05000
2012-07-17T06:55:00.000Z,6.16000,0.620000,4.21000,-3.98000,441.300,2.45000,339089.,1.27000
2012-07-17T07:00:00.000Z,6.23000,1.33000,1.08000,-5.93000,429.300,2.43000,311382.,1.15000
2012-07-17T07:05:00.000Z,6.36000,0.890000,0.970000,-6.19000,427.600,2.34000,294429.,1.02000
2012-07-17T07:10:00.000Z,6.47000,1.01000,-0.610000,-6.31000,430.200,2.24000,301347.,0.950000
2012-07-17T07:15:00.000Z,6.06000,1.15000,-0.890000,-5.14000,427.100,2.27000,284678.,1.10000
2012-07-17T07:20:00.000Z,4.50000,-0.0400000,4.06000,-1.46000,445.800,2.93000,370857.,3.03000
2012-07-17T07:25:00.000Z,4.46000,2.46000,0.790000,-1.38000,419.400,2.88000,614719.,4.01000
2012-07-17T07:30:00.000Z,4.37000,3.61000,-1.28000,-1.19000,411.600,2.67000,370156.,2.75000
2012-07-17T07:35:00.000Z,4.70000,2.11000,-2.35000,-2.96000,426.200,2.59000,320456.,2.23000
2012-07-17T07:40:00.000Z,4.83000,0.820000,-3.75000,-2.35000,434.100,2.55000,336428.,2.22000
2012-07-17T07:45:00.000Z,5.66000,0.460000,-5.54000,-0.690000,436.300,2.59000,251405.,1.28000
2012-07-17T07:50:00.000Z,5.80000,1.05000,-3.81000,-3.12000,433.600,2.33000,292740.,1.24000
2012-07-17T07:55:00.000Z,6.33000,1.34000,-2.15000,-5.70000,435.400,2.03000,305887.,0.910000
2012-07-17T08:00:00.000Z,6.29000,1.66000,-2.56000,-5.47000,431.300,1.98000,307830.,0.910000
2012-07-17T08:05:00.000Z,6.29000,1.61000,-1.99000,-5.72000,429.300,2.11000,326351.,1.01000
2012-07-17T08:10:00.000Z,6.21000,1.79000,-3.14000,-4.69000,442.900,1.96000,295378.,0.900000
2012-07-17T08:15:00.000Z,6.27000,2.87000,-3.92000,-3.82000,431.400,1.87000,310690.,0.870000
2012-07-17T08:20:00.000Z,6.24000,2.52000,-3.46000,-4.48000,434.600,2.02000,324611.,0.980000
2012-07-17T08:25:00.000Z,6.23000,2.19000,-2.20000,-5.28000,436.500,1.99000,296266.,0.900000
2012-07-17T08:30:00.000Z,6.30000,0.780000,-0.700000,-6.12000,446.800,2.09000,353200.,1.05000
2012-07-17T08:35:00.000Z,6.21000,0.500000,-0.0400000,-6.09000,455.000,2.05000,350141.,1.06000
2012-07-17T08:40:00.000Z,6.03000,2.96000,-4.46000,-2.18000,442.000,2.11000,289534.,1.01000
2012-07-17T08:45:00.000Z,5.87000,1.90000,-4.67000,2.08000,451.900,2.18000,298525.,1.13000
2012-07-17T08:50:00.000Z,5.98000,3.72000,-3.85000,1.62000,438.500,2.00000,261617.,0.930000
2012-07-17T08:55:00.000Z,6.14000,4.31000,-4.28000,0.690000,431.400,2.17000,262016.,0.930000
2012-07-17T09:00:00.000Z,5.95000,3.75000,-3.76000,-2.22000,425.300,2.29000,327131.,1.35000
2012-07-17T09:05:00.000Z,5.99000,3.17000,-3.85000,-3.25000,423.900,2.41000,308096.,1.23000
2012-07-17T09:10:00.000Z,6.13000,2.96000,-4.66000,-0.240000,435.400,2.31000,308504.,1.12000
2012-07-17T09:15:00.000Z,6.16000,2.43000,-3.82000,-2.50000,441.200,2.13000,284580.,0.970000
2012-07-17T09:20:00.000Z,5.68000,2.60000,-4.28000,-0.0800000,441.500,2.11000,313245.,1.20000
2012-07-17T09:25:00.000Z,5.60000,3.10000,-4.41000,0.900000,439.800,2.09000,314793.,1.23000
2012-07-17T09:30:00.000Z,5.49000,2.19000,-4.44000,2.18000,447.600,2.05000,321730.,1.26000
2012-07-17T09:35:00.000Z,5.53000,2.42000,-4.70000,1.34000,452.700,2.04000,337426.,1.30000
2012-07-17T09:40:00.000Z,5.62000,1.81000,-4.51000,0.590000,448.400,1.94000,343084.,1.20000
2012-07-17T09:45:00.000Z,5.52000,3.15000,-4.14000,-1.56000,438.500,1.79000,317185.,1.09000
2012-07-17T09:50:00.000Z,5.53000,2.81000,-3.32000,-3.08000,436.200,1.77000,289658.,1.01000
2012-07-17T09:55:00.000Z,5.32000,2.86000,-2.39000,-3.71000,437.800,1.70000,275953.,1.03000
2012-07-17T10:00:00.000Z,5.52000,3.78000,-2.83000,-2.18000,423.800,1.54000,233113.,0.770000
2012-07-17T10:05:00.000Z,5.40000,3.38000,-3.65000,-0.460000,424.100,1.64000,279169.,0.970000
2012-07-17T10:10:00.000Z,5.44000,3.21000,-3.96000,-0.680000,439.500,1.70000,286244.,0.990000
2012-07-17T10:15:00.000Z,5.70000,3.85000,-2.21000,3.08000,447.900,1.71000,285887.,0.930000
2012-07-17T10:20:00.000Z,5.62000,3.33000,-1.67000,3.91000,447.600,1.56000,275400.,0.840000
2012-07-17T10:25:00.000Z,5.22000,3.22000,-3.73000,-0.590000,444.200,1.51000,311572.,1.01000
2012-07-17T10:30:00.000Z,5.18000,3.82000,-3.19000,0.170000,448.600,1.64000,274984.,1.02000
2012-07-17T10:35:00.000Z,5.13000,2.99000,-3.82000,-1.04000,449.700,1.68000,298567.,1.20000
2012-07-17T10:40:00.000Z,5.18000,3.89000,-2.40000,-0.140000,450.900,1.61000,264720.,1.00000
2012-07-17T10:45:00.000Z,5.13000,3.83000,-2.65000,1.36000,460.600,1.46000,241498.,0.860000
2012-07-17T10:50:00.000Z,5.12000,3.94000,-2.82000,0.100000,459.700,1.47000,244752.,0.880000
2012-07-17T10:55:00.000Z,4.71000,3.04000,-2.13000,1.02000,477.100,1.31000,252284.,0.930000
2012-07-17T11:00:00.000Z,4.45000,3.36000,-1.35000,-0.0300000,487.000,1.17000,229027.,0.880000
2012-07-17T11:05:00.000Z,4.30000,3.83000,-0.0400000,1.49000,480.000,1.01000,179669.,0.700000
2012-07-17T11:10:00.000Z,4.35000,3.41000,-1.22000,2.09000,487.100,1.00000,176688.,0.680000
2012-07-17T11:15:00.000Z,4.35000,2.63000,-1.84000,2.70000,493.000,1.03000,214610.,0.770000
2012-07-17T11:20:00.000Z,4.29000,2.63000,-1.92000,2.52000,505.600,1.00000,212142.,0.770000
2012-07-17T11:25:00.000Z,4.29000,2.48000,-1.43000,2.83000,511.300,1.01000,228475.,0.820000
2012-07-17T11:30:00.000Z,4.38000,2.05000,-3.63000,0.440000,517.500,0.970000,226642.,0.760000
2012-07-17T11:35:00.000Z,4.34000,0.600000,-3.85000,1.52000,529.500,1.07000,279017.,0.970000
2012-07-17T11:40:00.000Z,4.39000,2.30000,-3.61000,-0.770000,508.100,0.950000,222618.,0.720000
2012-07-17T11:45:00.000Z,4.41000,3.31000,-2.49000,0.350000,494.100,0.990000,178424.,0.650000
2012-07-17T11:50:00.000Z,4.37000,3.03000,-0.770000,2.05000,499.100,1.02000,212521.,0.760000
2012-07-17T11:55:00.000Z,4.35000,3.03000,-1.15000,-1.93000,505.400,0.970000,194492.,0.690000
2012-07-17T12:00:00.000Z,4.41000,3.26000,-1.67000,-2.38000,500.300,0.950000,166880.,0.600000
2012-07-17T12:05:00.000Z,4.43000,3.65000,-0.720000,-2.20000,496.400,0.980000,168336.,0.610000
2012-07-17T12:10:00.000Z,4.35000,3.21000,0.390000,-2.31000,503.300,1.04000,202945.,0.760000
2012-07-17T12:15:00.000Z,4.34000,3.50000,-0.540000,-2.22000,506.300,1.04000,205906.,0.780000
2012-07-17T12:20:00.000Z,4.37000,3.62000,0.470000,-2.23000,504.000,1.02000,196206.,0.730000
2012-07-17T12:25:00.000Z,4.32000,2.43000,-2.10000,-2.25000,505.800,1.17000,267768.,1.04000
2012-07-17T12:30:00.000Z,4.38000,0.300000,-3.36000,-2.14000,543.900,1.07000,273449.,0.930000
2012-07-17T12:35:00.000Z,4.44000,0.810000,-3.12000,-2.98000,554.400,1.04000,246537.,0.820000
2012-07-17T12:40:00.000Z,4.53000,0.970000,-2.52000,-3.56000,548.900,1.06000,270441.,0.860000
2012-07-17T12:45:00.000Z,4.45000,2.41000,-1.33000,-2.89000,525.900,1.10000,250343.,0.880000
2012-07-17T12:50:00.000Z,4.35000,2.14000,-2.80000,0.940000,508.700,1.00000,204587.,0.730000
2012-07-17T12:55:00.000Z,4.26000,0.830000,-2.04000,3.26000,549.500,1.05000,258978.,0.940000
2012-07-17T13:00:00.000Z,4.20000,2.74000,-2.49000,0.660000,502.800,1.08000,223309.,0.900000
2012-07-17T13:05:00.000Z,4.30000,3.33000,-2.44000,0.290000,506.500,0.990000,198705.,0.730000
2012-07-17T13:10:00.000Z,4.30000,3.80000,-1.97000,-0.210000,499.000,0.990000,182201.,0.680000
2012-07-17T13:15:00.000Z,4.34000,3.30000,-2.63000,-0.200000,491.700,1.02000,151450.,0.630000
2012-07-17T13:20:00.000Z,4.35000,3.45000,-2.58000,0.0600000,493.200,1.01000,152746.,0.620000
2012-07-17T13:25:00.000Z,4.41000,3.51000,-2.44000,-0.860000,492.100,1.04000,159842.,0.640000
2012-07-17T13:30:00.000Z,4.47000,3.25000,-2.80000,-0.910000,496.800,0.980000,169514.,0.600000
2012-07-17T13:35:00.000Z,4.48000,2.59000,-2.91000,-2.07000,511.100,1.02000,208542.,0.710000
2012-07-17T13:40:00.000Z,4.50000,3.25000,-2.73000,-1.17000,498.600,0.980000,170268.,0.600000
2012-07-17T13:45:00.000Z,4.44000,3.52000,-2.62000,0.350000,491.800,1.06000,149200.,0.620000
2012-07-17T13:50:00.000Z,4.44000,3.47000,-2.39000,-0.260000,99999.9,999.990,1.00000e+07,999.990
2012-07-17T13:55:00.000Z,4.47000,3.86000,-1.72000,-1.27000,488.300,0.990000,136188.,0.550000
2012-07-17T14:00:00.000Z,4.48000,4.20000,-1.09000,0.670000,480.900,0.930000,95455.0,0.430000
2012-07-17T14:05:00.000Z,4.42000,3.82000,-0.200000,1.44000,487.600,1.04000,136077.,0.580000
2012-07-17T14:10:00.000Z,4.51000,2.60000,-0.950000,3.05000,513.100,1.01000,162695.,0.600000
2012-07-17T14:15:00.000Z,4.56000,2.90000,-0.0600000,2.84000,515.200,1.10000,178078.,0.680000
2012-07-17T14:20:00.000Z,4.56000,2.86000,-0.650000,2.88000,511.900,1.08000,155961.,0.610000
2012-07-17T14:25:00.000Z,4.54000,1.86000,-0.690000,3.77000,543.700,1.08000,189536.,0.690000
2012-07-17T14:30:00.000Z,4.53000,2.52000,-0.740000,3.66000,99999.9,999.990,1.00000e+07,999.990
2012-07-17T14:35:00.000Z,4.52000,2.64000,-0.840000,3.48000,516.500,1.10000,181853.,0.690000
2012-07-17T14:40:00.000Z,4.57000,2.86000,-0.920000,3.34000,510.000,1.12000,179425.,0.690000
2012-07-17T14:45:00.000Z,4.58000,2.94000,-1.14000,2.81000,504.300,1.06000,148652.,0.580000
2012-07-17T14:50:00.000Z,4.54000,0.810000,1.81000,3.83000,555.500,1.08000,208420.,0.740000
2012-07-17T14:55:00.000Z,4.47000,1.91000,1.48000,2.87000,536.700,0.980000,163966.,0.600000
2012-07-17T15:00:00.000Z,4.49000,3.60000,-1.52000,0.590000,520.200,1.00000,154122.,0.580000
2012-07-17T15:05:00.000Z,4.55000,3.61000,-2.55000,0.290000,495.400,1.04000,171658.,0.620000
2012-07-17T15:10:00.000Z,4.56000,1.84000,-3.11000,-2.18000,514.500,1.06000,165940.,0.620000
2012-07-17T15:15:00.000Z,4.60000,1.31000,-2.20000,-3.80000,536.500,0.990000,193952.,0.620000
2012-07-17T15:20:00.000Z,4.64000,1.53000,-2.77000,-3.36000,527.100,0.970000,184184.,0.590000
2012-07-17T15:25:00.000Z,4.64000,1.10000,-2.83000,-3.43000,531.400,1.00000,193364.,0.620000
2012-07-17T15:30:00.000Z,4.62000,0.0600000,-3.12000,-3.06000,559.500,1.03000,196870.,0.650000
2012-07-17T15:35:00.000Z,4.61000,0.590000,-2.30000,-3.86000,543.700,0.980000,181154.,0.590000
2012-07-17T15:40:00.000Z,4.57000,1.17000,-2.65000,-2.38000,541.800,0.920000,162731.,0.540000
2012-07-17T15:45:00.000Z,4.52000,2.55000,-3.66000,-0.300000,503.800,0.990000,164098.,0.590000
2012-07-17T15:50:00.000Z,4.69000,0.990000,-3.60000,-2.42000,530.000,1.01000,177424.,0.590000
2012-07-17T15:55:00.000Z,4.74000,-2.10000,-1.77000,-3.77000,577.900,0.990000,163814.,0.540000
2012-07-17T16:00:00.000Z,4.79000,-2.27000,-1.30000,-4.00000,604.200,0.990000,133474.,0.470000
2012-07-17T16:05:00.000Z,4.79000,-2.00000,-1.64000,-4.00000,599.400,0.940000,143016.,0.460000
2012-07-17T16:10:00.000Z,4.79000,-2.23000,-2.10000,-3.62000,598.000,1.07000,184886.,0.610000
2012-07-17T16:15:00.000Z,4.77000,-1.52000,-2.97000,-3.12000,581.800,0.810000,122735.,0.370000
2012-07-17T16:20:00.000Z,4.75000,-1.29000,-3.82000,-2.07000,574.300,0.970000,178312.,0.550000
2012-07-17T16:25:00.000Z,4.77000,-1.26000,-2.62000,-3.39000,577.800,0.960000,164528.,0.520000
2012-07-17T16:30:00.000Z,4.74000,-0.370000,-2.00000,-3.95000,567.600,0.950000,171776.,0.530000
2012-07-17T16:35:00.000Z,4.72000,2.11000,-2.58000,-3.31000,515.900,0.910000,148591.,0.470000
2012-07-17T16:40:00.000Z,4.74000,2.17000,-2.51000,-3.17000,511.100,0.970000,156725.,0.510000
2012-07-17T16:45:00.000Z,4.73000,1.68000,-3.96000,-1.28000,509.800,0.960000,169548.,0.530000
2012-07-17T16:50:00.000Z,4.72000,2.22000,-4.10000,-0.0400000,509.800,0.980000,191970.,0.590000
2012-07-17T16:55:00.000Z,4.72000,2.42000,-3.98000,-0.0100000,498.600,0.930000,155686.,0.490000
2012-07-17T17:00:00.000Z,4.75000,1.76000,-3.89000,-1.59000,501.000,0.990000,183035.,0.570000
2012-07-17T17:05:00.000Z,4.75000,1.46000,-3.68000,-2.36000,522.700,0.960000,168946.,0.530000
2012-07-17T17:10:00.000Z,4.75000,2.84000,-3.71000,0.330000,498.200,0.990000,163327.,0.530000
2012-07-17T17:15:00.000Z,4.77000,2.32000,-3.98000,1.16000,503.000,0.960000,168672.,0.520000
2012-07-17T17:20:00.000Z,4.78000,2.59000,-3.77000,1.37000,496.700,1.08000,188105.,0.620000
2012-07-17T17:25:00.000Z,4.77000,3.24000,-2.46000,2.14000,483.600,1.02000,134952.,0.490000
2012-07-17T17:30:00.000Z,4.76000,3.73000,-2.26000,1.15000,469.300,0.960000,100636.,0.400000
2012-07-17T17:35:00.000Z,4.76000,3.94000,-1.67000,1.96000,469.600,0.990000,98970.0,0.420000
2012-07-17T17:40:00.000Z,4.71000,3.66000,-0.850000,2.81000,482.900,1.02000,127967.,0.490000
2012-07-17T17:45:00.000Z,4.72000,3.71000,-1.37000,2.55000,480.500,0.970000,116662.,0.450000
2012-07-17T17:50:00.000Z,4.74000,3.75000,-1.35000,2.51000,477.200,1.09000,123268.,0.510000
2012-07-17T17:55:00.000Z,4.75000,3.61000,-0.750000,2.82000,486.700,1.02000,138476.,0.510000
2012-07-17T18:00:00.000Z,4.73000,3.81000,-0.980000,2.48000,477.200,1.06000,123914.,0.500000
2012-07-17T18:05:00.000Z,4.71000,3.84000,-1.42000,2.28000,472.000,1.07000,123212.,0.500000
2012-07-17T18:10:00.000Z,4.70000,3.83000,-1.47000,1.97000,464.100,1.12000,126322.,0.540000
2012-07-17T18:15:00.000Z,4.71000,3.21000,-3.04000,0.230000,477.800,1.08000,148905.,0.560000
2012-07-17T18:20:00.000Z,4.79000,3.31000,-3.29000,0.0900000,466.800,1.17000,161952.,0.610000
2012-07-17T18:25:00.000Z,4.86000,2.75000,-3.89000,0.440000,480.500,1.11000,153863.,0.550000
2012-07-17T18:30:00.000Z,4.91000,2.31000,-4.17000,0.860000,502.600,1.08000,169694.,0.550000
2012-07-17T18:35:00.000Z,4.96000,1.95000,-4.41000,-0.830000,500.200,1.09000,166387.,0.540000
2012-07-17T18:40:00.000Z,4.95000,2.27000,-3.75000,-1.47000,494.700,1.05000,157429.,0.510000
2012-07-17T18:45:00.000Z,4.95000,2.49000,-2.77000,-3.17000,494.200,1.09000,166702.,0.550000
2012-07-17T18:50:00.000Z,4.91000,0.880000,-4.12000,-0.240000,512.500,1.12000,193497.,0.620000
2012-07-17T18:55:00.000Z,4.89000,0.330000,-4.49000,0.790000,540.500,0.920000,135377.,0.430000
2012-07-17T19:00:00.000Z,4.92000,1.32000,-4.22000,-1.88000,513.800,1.06000,182524.,0.560000
2012-07-17T19:05:00.000Z,4.98000,1.12000,-3.49000,-3.35000,515.200,1.04000,166355.,0.520000
2012-07-17T19:10:00.000Z,4.91000,2.00000,-1.49000,1.98000,511.600,1.06000,164763.,0.540000
2012-07-17T19:15:00.000Z,4.96000,2.84000,-3.61000,0.290000,490.500,1.10000,161153.,0.540000
2012-07-17T19:20:00.000Z,4.90000,1.64000,-4.43000,-0.960000,504.400,1.07000,159671.,0.530000
2012-07-17T19:25:00.000Z,4.89000,0.920000,-4.46000,-1.60000,519.500,1.09000,169166.,0.560000
2012-07-17T19:30:00.000Z,4.83000,1.78000,-3.42000,-0.300000,513.300,1.09000,192311.,0.630000
2012-07-17T19:35:00.000Z,4.83000,3.25000,-2.87000,1.77000,468.400,1.10000,126141.,0.500000
2012-07-17T19:40:00.000Z,4.83000,2.35000,-3.73000,-1.49000,491.600,1.14000,177737.,0.620000
2012-07-17T19:45:00.000Z,4.87000,2.42000,-3.17000,-0.850000,488.000,1.14000,148762.,0.550000
2012-07-17T19:50:00.000Z,4.94000,2.04000,-4.38000,-0.700000,477.000,1.11000,183004.,0.590000
2012-07-17T19:55:00.000Z,4.90000,2.10000,-3.87000,-1.32000,492.600,1.08000,157788.,0.540000
2012-07-17T20:00:00.000Z,4.92000,2.95000,-3.46000,-1.67000,485.200,1.04000,134192.,0.470000
2012-07-17T20:05:00.000Z,4.89000,3.02000,-3.70000,0.540000,474.400,0.940000,121971.,0.410000
2012-07-17T20:10:00.000Z,4.89000,3.04000,-3.69000,0.300000,473.200,1.00000,133986.,0.460000
2012-07-17T20:15:00.000Z,4.97000,3.04000,-3.44000,-1.78000,478.600,0.950000,134256.,0.420000
2012-07-17T20:20:00.000Z,4.98000,3.23000,-3.48000,-1.36000,472.700,0.960000,123329.,0.400000
2012-07-17T20:25:00.000Z,4.99000,3.39000,-2.95000,-2.05000,468.200,1.05000,118254.,0.430000
2012-07-17T20:30:00.000Z,5.00000,3.68000,-2.78000,-1.83000,464.600,1.06000,108952.,0.420000
2012-07-17T20:35:00.000Z,4.97000,3.47000,-3.29000,-0.720000,467.100,1.02000,108531.,0.410000
2012-07-17T20:40:00.000Z,4.98000,3.57000,-2.78000,-2.01000,465.200,0.950000,94525.0,0.350000
2012-07-17T20:45:00.000Z,4.98000,4.12000,-2.10000,-1.82000,456.500,0.970000,80300.0,0.340000
2012-07-17T20:50:00.000Z,4.97000,4.10000,-2.19000,-1.59000,453.900,1.02000,87523.0,0.370000
2012-07-17T20:55:00.000Z,4.97000,4.38000,-1.85000,-1.04000,453.500,1.03000,86798.0,0.370000
2012-07-17T21:00:00.000Z,4.90000,4.26000,-1.35000,-0.990000,447.700,1.10000,75677.0,0.390000
2012-07-17T21:05:00.000Z,4.93000,4.48000,-1.12000,-1.56000,449.000,1.04000,65000.0,0.340000
2012-07-17T21:10:00.000Z,4.92000,0.570000,-3.18000,-0.430000,99999.9,999.990,1.00000e+07,999.990
2012-07-17T21:15:00.000Z,5.01000,-2.71000,-4.13000,0.720000,568.700,1.11000,146292.,0.510000
2012-07-17T21:20:00.000Z,5.03000,-1.41000,-4.78000,-0.360000,548.500,1.08000,131021.,0.460000
2012-07-17T21:25:00.000Z,5.03000,-0.590000,-4.86000,0.210000,539.300,1.04000,115801.,0.420000
2012-07-17T21:30:00.000Z,5.03000,0.520000,-4.64000,-0.790000,514.100,1.12000,131181.,0.480000
2012-07-17T21:35:00.000Z,5.06000,3.17000,-3.07000,-2.28000,471.600,1.12000,121252.,0.450000
2012-07-17T21:40:00.000Z,5.04000,0.0100000,-4.59000,-0.500000,515.000,1.14000,137937.,0.500000
2012-07-17T21:45:00.000Z,5.01000,1.25000,-4.14000,-1.13000,505.800,1.10000,107510.,0.430000
2012-07-17T21:50:00.000Z,5.05000,3.35000,-3.20000,-1.91000,468.100,1.04000,110891.,0.410000
2012-07-17T21:55:00.000Z,5.06000,3.45000,-3.37000,-1.45000,461.200,1.09000,111253.,0.430000
2012-07-17T22:00:00.000Z,5.07000,2.63000,-4.05000,-1.10000,473.400,1.12000,121921.,0.450000
2012-07-17T22:05:00.000Z,5.08000,2.67000,-3.65000,-2.13000,486.700,1.12000,137553.,0.480000
2012-07-17T22:10:00.000Z,5.12000,2.83000,-3.77000,-1.77000,474.400,1.09000,127845.,0.440000
2012-07-17T22:15:00.000Z,5.12000,2.79000,-3.91000,-0.900000,454.600,1.26000,136860.,0.530000
2012-07-17T22:20:00.000Z,5.12000,1.51000,-4.79000,0.00000,490.200,1.13000,153889.,0.510000
2012-07-17T22:25:00.000Z,5.06000,1.67000,-4.51000,0.860000,464.800,1.03000,101601.,0.390000
2012-07-17T22:30:00.000Z,5.07000,2.76000,-3.63000,-0.900000,486.500,1.16000,127234.,0.490000
2012-07-17T22:35:00.000Z,5.04000,3.01000,-3.41000,-2.08000,471.000,1.13000,133098.,0.480000
2012-07-17T22:40:00.000Z,5.03000,3.60000,-2.73000,-2.03000,458.800,1.05000,98497.0,0.390000
2012-07-17T22:45:00.000Z,5.07000,3.20000,-3.62000,-1.00000,452.500,1.13000,123733.,0.460000
2012-07-17T22:50:00.000Z,5.06000,2.95000,-3.63000,-1.84000,466.000,1.21000,118841.,0.480000
2012-07-17T22:55:00.000Z,5.07000,2.52000,-3.81000,-1.50000,473.600,1.17000,120265.,0.470000
